"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
2,5,4,3,2,6,5,6,2,4,2,4,2,2,5,4,5,2,2,1,5,1,,5,1,1,4,55,"62105"
1,5,6,5,5,5,3,4,1,5,2,2,4,5,5,2,2,2,2,1,5,3,4,5,2,2,5,37,"62106"
2,6,6,5,5,5,5,4,2,1,2,3,5,4,6,2,3,2,2,1,6,1,5,6,2,2,5,38,"62107"
5,4,5,6,4,1,4,6,2,2,3,3,5,4,5,2,2,1,3,2,5,6,4,6,3,1,3,19,"62111"
2,6,4,3,5,5,3,3,2,4,4,4,3,3,3,2,3,2,2,4,6,4,4,6,3,2,,17,"62115"
5,4,5,6,2,5,6,4,1,1,1,1,3,6,3,2,4,2,3,1,6,2,6,3,2,2,3,20,"62118"
3,5,2,4,5,5,4,6,3,3,3,5,2,3,2,1,3,3,2,4,5,2,5,5,2,2,5,34,"62119"
3,6,5,6,6,6,5,5,1,1,1,2,4,6,6,2,2,1,2,3,5,2,4,6,1,2,3,38,"62120"
2,5,4,4,4,3,3,4,5,4,2,2,4,4,4,5,5,4,4,4,3,5,4,3,4,2,3,18,"62121"
1,,4,6,5,5,5,2,3,3,2,2,4,2,4,2,3,3,4,3,4,3,5,6,2,2,5,32,"62124"
1,6,6,6,5,4,3,4,5,6,2,2,4,5,3,1,2,4,4,4,4,3,5,5,3,1,3,19,"62128"
3,4,4,6,3,5,5,5,2,4,6,4,3,3,4,1,3,2,2,1,6,2,3,5,2,1,3,19,"62130"
3,5,6,5,6,5,6,5,2,1,3,1,4,6,5,3,5,3,3,1,4,1,4,4,3,1,3,21,"62132"
1,5,,6,5,5,5,6,1,1,1,2,4,6,6,4,4,3,2,2,6,1,5,6,2,2,3,22,"62133"
2,4,4,6,3,4,5,4,2,4,6,4,2,3,4,1,1,1,1,1,6,2,,5,2,1,3,19,"62136"
4,5,5,5,5,5,4,5,2,4,2,2,4,5,5,2,3,2,1,1,5,4,4,4,1,2,5,41,"62137"
1,6,4,6,6,5,4,5,1,2,5,1,5,4,6,1,2,2,1,1,4,2,5,5,3,1,3,40,"62142"
4,3,4,2,5,5,5,5,2,2,2,2,3,3,6,4,4,3,3,2,6,1,4,6,1,2,5,44,"62144"
3,5,5,5,5,4,3,3,3,5,3,4,3,5,5,4,5,2,2,2,5,4,4,5,5,1,3,25,"62147"
5,2,1,1,2,2,1,2,5,6,2,5,2,4,2,3,6,4,5,3,5,6,2,6,4,2,,15,"62151"
3,3,3,4,4,5,2,5,2,3,4,2,3,5,4,2,2,2,3,2,2,3,2,4,5,1,3,24,"62156"
4,2,4,1,4,5,4,4,1,5,2,2,4,3,5,2,4,1,2,1,4,4,,4,2,2,3,23,"62160"
3,5,4,5,5,4,2,4,4,4,3,4,6,6,6,3,4,2,2,1,5,1,3,5,3,2,1,22,"62161"
3,5,6,6,5,4,4,6,3,3,3,4,4,5,4,1,1,2,3,2,5,4,4,5,3,2,3,19,"62162"
4,5,5,6,4,6,5,5,2,2,5,5,4,4,4,2,4,2,6,2,5,2,4,4,2,2,3,23,"62163"
6,1,1,4,6,5,6,5,1,1,1,1,5,6,6,1,1,1,1,1,5,1,6,1,1,2,3,38,"62164"
3,5,5,6,6,6,6,6,1,1,1,2,4,4,6,1,1,1,2,2,3,2,4,2,1,1,2,26,"62165"
5,5,5,6,6,5,4,5,2,2,4,1,5,6,5,1,1,2,5,1,6,5,4,4,4,2,3,46,"62166"
3,4,4,5,3,4,4,4,2,2,4,3,3,3,5,3,3,3,2,2,5,4,4,4,3,2,2,24,"62168"
5,6,5,5,6,5,4,6,1,2,1,3,5,6,5,1,4,1,3,2,4,5,4,6,2,2,1,18,"62170"
1,6,5,6,5,3,3,5,4,4,4,5,4,3,5,2,2,3,5,4,5,3,5,6,2,1,2,48,"62171"
1,6,6,6,5,6,4,4,1,5,1,1,6,3,3,3,5,5,2,4,6,6,4,6,1,2,3,30,"62173"
4,4,6,5,4,4,5,3,5,4,2,4,4,5,3,2,4,2,3,3,5,4,4,4,4,1,2,22,"62176"
5,5,5,1,5,6,5,2,6,6,4,4,6,3,3,5,4,4,5,4,6,6,6,6,4,1,3,20,"62179"
3,4,4,3,2,6,5,5,1,3,2,5,5,2,5,4,5,3,6,1,6,1,6,6,1,1,5,36,"62180"
6,6,6,6,6,5,5,6,6,1,1,1,6,6,6,6,3,2,2,5,1,2,6,6,6,1,1,18,"62181"
2,6,5,6,5,6,5,5,1,1,5,1,5,5,6,5,4,2,2,1,6,1,5,6,2,1,3,27,"62182"
4,1,4,6,6,6,4,4,2,6,1,1,6,6,5,1,2,1,1,1,4,3,4,2,5,2,2,30,"62183"
3,5,4,5,5,5,6,5,2,1,3,3,4,6,5,1,2,2,1,2,4,5,3,4,3,1,3,18,"62189"
2,4,5,5,5,4,4,4,2,3,3,4,3,5,3,5,5,2,4,4,4,4,4,2,2,1,3,20,"62192"
1,5,5,5,5,5,4,5,1,1,2,2,3,5,5,1,2,2,2,2,2,2,5,4,2,2,3,55,"62197"
1,6,6,5,5,5,6,5,2,5,4,4,3,6,5,3,4,2,2,6,4,2,5,5,3,2,3,17,"62198"
4,5,4,3,4,4,4,5,4,5,4,4,4,4,5,2,2,5,5,3,6,2,3,6,6,1,4,28,"62199"
3,5,4,5,5,5,5,3,4,6,1,6,5,6,6,6,6,5,4,5,6,6,3,4,2,2,3,19,"62201"
4,5,6,4,6,4,5,5,3,3,1,1,5,5,6,2,4,4,,1,6,2,5,5,3,2,3,19,"62202"
1,6,6,6,6,6,5,6,1,3,1,1,6,6,6,1,1,1,3,3,6,1,6,5,3,2,,16,"62203"
1,5,6,6,6,5,6,6,5,1,4,1,6,6,5,5,1,5,5,2,6,5,5,5,2,1,1,31,"62204"
2,4,4,4,5,4,5,4,2,4,1,1,5,6,6,4,5,6,4,4,6,3,5,4,1,2,3,50,"62205"
3,5,6,6,6,4,5,6,3,1,2,1,5,2,6,5,4,1,2,3,4,5,5,6,4,2,3,31,"62206"
1,5,6,5,6,6,5,5,1,2,2,1,5,5,6,2,2,2,2,1,5,1,6,4,2,2,5,27,"62208"
1,4,4,2,5,5,4,3,2,4,5,5,4,2,3,4,4,4,5,4,4,2,2,5,4,1,3,16,"62209"
4,6,6,6,5,4,4,5,2,5,1,1,4,5,5,4,5,4,4,5,5,1,6,6,1,1,3,18,"62212"
2,6,5,6,3,3,3,5,3,5,1,4,3,5,2,4,5,6,4,4,2,4,3,6,3,2,3,20,"62213"
3,4,5,4,4,4,4,3,4,5,5,4,3,3,4,5,5,3,3,3,4,3,5,5,3,1,3,21,"62214"
2,6,6,6,6,5,4,5,1,1,1,1,5,5,5,4,3,2,2,3,5,1,5,4,2,2,5,32,"62215"
2,2,2,4,3,3,2,4,4,6,4,4,3,3,3,1,3,3,5,1,4,6,3,4,4,2,3,30,"62216"
2,5,4,6,4,4,5,4,3,4,1,3,3,4,4,4,4,5,3,5,4,4,4,4,2,2,3,24,"62219"
3,4,6,6,4,4,4,5,5,4,2,4,4,3,3,6,6,6,4,5,3,4,5,4,4,2,1,35,"62220"
1,5,5,6,5,5,4,5,2,1,1,3,5,6,5,3,4,4,3,4,5,3,4,4,2,2,3,19,"62224"
2,5,6,5,4,3,5,5,2,1,4,5,4,1,6,6,6,6,6,4,4,2,6,6,2,2,3,23,"62225"
2,4,2,4,4,5,3,5,2,3,6,4,4,5,5,4,4,3,3,2,5,2,5,5,4,2,,16,"62226"
1,6,6,6,6,6,4,4,3,4,1,1,6,6,6,1,2,4,2,2,6,1,6,6,1,1,4,21,"62227"
1,6,6,6,5,5,4,6,2,2,2,4,4,6,3,5,6,3,2,4,3,5,3,3,1,2,3,22,"62228"
1,5,5,6,5,2,4,5,5,5,3,5,5,5,2,3,4,4,4,2,1,4,3,5,4,2,3,20,"62231"
2,5,5,5,5,5,5,5,2,1,2,2,4,5,5,1,1,1,1,1,5,1,5,2,2,1,4,26,"62233"
3,4,5,5,5,4,4,5,4,4,5,4,3,,4,3,4,2,4,4,3,5,3,3,4,1,3,19,"62237"
3,6,5,5,5,4,4,5,4,4,1,2,5,6,6,4,4,4,3,5,6,2,5,4,3,2,5,25,"62239"
1,5,6,4,6,5,3,3,4,5,1,1,5,6,5,4,6,6,5,6,6,2,6,5,1,2,5,28,"62240"
5,6,6,6,6,4,5,4,3,5,1,2,4,6,6,4,5,1,2,3,6,6,5,6,2,2,,17,"62242"
1,6,6,1,5,5,6,6,5,6,1,3,6,5,5,4,4,1,2,2,5,3,4,5,5,2,,16,"62244"
3,4,4,4,3,3,2,2,4,6,5,3,4,4,5,4,5,2,3,1,4,2,5,5,3,1,,17,"62245"
4,5,5,6,6,3,5,6,2,1,6,6,1,5,6,2,3,3,2,1,5,3,1,3,4,1,1,29,"62246"
3,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,3,3,4,3,4,4,3,2,2,19,"62252"
1,5,5,6,5,5,6,2,1,5,3,3,5,6,4,2,4,5,4,4,6,1,6,6,1,2,4,47,"62259"
1,5,5,5,4,4,4,4,2,2,4,4,4,2,5,1,2,1,1,2,4,2,5,6,2,2,4,52,"62260"
2,6,6,5,5,5,2,6,5,5,6,5,3,4,2,2,2,2,4,2,4,5,3,4,3,2,4,22,"62261"
3,5,6,4,5,4,3,5,3,4,1,2,4,5,4,2,3,5,4,3,4,3,5,6,5,1,3,18,"62263"
4,5,4,5,4,5,5,4,1,1,2,2,4,5,5,3,4,4,4,4,5,1,5,4,1,2,3,30,"62264"
2,6,4,2,5,5,5,4,2,4,2,4,3,2,6,2,5,6,5,2,6,1,6,,1,2,,17,"62265"
5,2,3,2,3,5,4,3,2,3,4,5,4,4,1,2,4,5,5,4,5,1,5,6,3,1,3,31,"62266"
1,6,5,6,5,5,6,6,2,1,5,2,5,1,6,5,4,5,4,2,6,5,3,6,5,1,2,56,"62267"
3,4,4,4,4,6,6,5,1,2,2,2,5,5,6,2,2,2,2,4,5,6,6,6,4,2,4,28,"62272"
1,6,6,4,6,4,5,5,2,3,1,1,6,6,5,3,5,5,2,2,5,5,6,6,,2,4,33,"62276"
3,5,6,6,6,3,5,3,2,2,2,4,4,4,4,2,3,1,2,3,5,5,4,5,,2,3,30,"62278"
1,6,5,4,5,6,5,5,1,2,1,4,1,5,4,2,4,4,2,6,2,1,4,6,4,2,3,23,"62279"
2,5,5,6,5,4,4,4,1,2,3,2,4,5,5,1,1,1,2,1,5,2,4,5,2,2,3,20,"62280"
1,6,6,6,6,5,4,6,1,2,1,2,6,6,6,1,4,4,1,1,5,4,6,4,4,2,2,27,"62281"
3,5,5,6,1,6,5,5,4,6,1,1,6,3,6,6,6,6,5,1,6,1,6,3,1,1,2,25,"62282"
2,4,4,6,2,5,5,5,2,1,3,6,5,4,5,5,5,6,5,5,5,2,4,6,1,2,2,27,"62287"
3,5,6,4,6,2,1,5,6,6,1,1,5,5,1,1,1,3,6,4,6,2,2,4,1,2,,56,"62288"
3,5,4,2,2,4,4,4,2,2,4,4,2,4,4,5,6,6,6,6,5,1,3,6,2,2,3,18,"62289"
2,5,3,2,2,5,3,4,4,4,2,2,4,4,5,2,2,4,2,2,4,2,5,6,1,1,1,18,"62290"
2,6,6,6,6,4,5,5,1,2,2,2,3,5,6,2,3,3,1,1,5,2,3,2,1,1,3,21,"62293"
2,2,6,2,2,6,6,6,1,2,6,2,6,1,6,5,5,5,5,1,6,1,6,6,1,1,2,19,"62295"
2,6,6,6,6,4,5,4,2,2,1,1,5,6,5,2,2,2,1,2,4,1,5,5,4,2,2,18,"62296"
5,2,2,2,5,5,5,6,2,5,4,5,3,3,3,5,5,5,6,5,5,1,5,6,1,1,4,29,"62298"
4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,1,4,33,"62299"
3,3,4,6,3,4,4,3,4,4,5,5,2,3,5,4,5,4,4,2,5,2,3,4,3,1,3,31,"62300"
1,6,5,6,5,5,5,5,2,4,2,2,5,5,5,2,4,2,4,1,5,1,6,6,1,2,5,33,"62301"
2,,5,5,2,5,5,6,1,2,6,5,2,4,5,2,2,4,2,4,4,1,,4,4,2,5,28,"62303"
4,5,5,6,4,4,4,3,3,4,6,6,3,2,3,4,4,3,3,5,,4,3,6,2,2,3,21,"62305"
1,5,4,5,6,6,6,2,6,6,1,1,6,6,6,6,6,6,6,5,6,5,6,6,1,2,4,45,"62307"
2,2,5,4,4,5,5,4,3,5,5,5,4,5,4,3,2,4,4,2,6,2,6,6,2,2,5,44,"62312"
1,6,6,6,4,5,5,3,4,5,4,4,4,5,3,4,4,5,6,4,6,1,6,6,1,2,3,18,"62313"
2,6,5,5,6,4,6,5,1,2,3,2,5,5,5,1,2,3,,2,5,2,6,4,2,2,5,27,"62316"
4,4,3,2,3,4,4,5,2,3,2,4,4,1,5,6,6,5,5,5,4,1,5,5,4,2,4,45,"62317"
1,4,6,6,6,5,6,4,1,1,3,4,6,6,6,1,3,3,4,2,6,1,6,5,1,2,2,18,"62325"
2,6,6,6,5,4,6,6,2,5,6,6,2,3,4,5,,5,5,6,6,4,1,6,4,2,3,24,"62327"
3,2,6,1,6,3,1,5,2,5,3,5,2,4,5,5,6,6,6,5,,2,1,6,1,2,2,48,"62328"
3,5,5,5,5,3,5,5,2,1,1,1,5,6,5,6,6,5,5,3,5,5,6,6,4,2,3,29,"62330"
1,6,6,6,6,6,6,6,1,1,5,1,6,6,6,1,6,1,1,1,6,1,3,6,1,2,1,51,"62333"
2,5,5,6,4,3,3,4,4,2,5,5,4,3,3,2,4,5,6,4,4,5,4,5,4,2,2,50,"62335"
1,5,4,3,2,6,5,2,1,5,2,2,1,2,2,4,4,5,5,2,4,3,4,5,3,2,2,36,"62336"
3,5,3,4,4,3,2,5,4,5,2,5,3,3,4,4,5,4,2,2,4,5,3,5,4,2,,18,"62339"
1,5,5,5,5,4,1,2,6,3,2,1,5,3,6,6,5,2,4,,6,1,6,6,1,2,4,52,"62342"
2,4,2,6,5,5,4,4,6,5,5,6,3,3,5,4,4,4,3,4,3,2,2,2,4,2,5,38,"62343"
1,6,5,6,5,5,6,4,2,4,1,1,5,6,6,2,2,4,2,2,4,5,6,5,1,2,3,17,"62344"
2,4,4,6,5,4,4,4,3,4,1,1,5,5,6,2,4,3,3,1,6,1,6,4,2,2,5,53,"62345"
1,5,5,5,5,5,4,5,3,3,3,2,5,5,5,5,5,4,4,3,6,4,6,6,2,2,5,35,"62346"
2,4,5,6,5,4,3,3,5,5,5,4,5,3,1,3,4,4,5,5,4,2,4,5,2,2,3,21,"62347"
5,5,5,6,5,4,5,6,4,3,5,4,4,4,6,6,6,6,5,4,3,6,3,5,4,1,3,29,"62348"
2,5,5,6,5,6,6,5,1,3,1,1,4,4,6,4,4,1,5,3,5,2,4,6,1,2,5,36,"62349"
2,5,1,6,4,4,4,6,4,2,4,3,4,5,4,3,5,4,4,4,4,4,5,5,4,2,3,19,"62350"
4,6,6,4,4,6,4,6,1,4,1,5,5,2,5,4,6,4,2,5,6,3,4,6,2,2,3,23,"62351"
2,5,5,6,5,5,5,5,1,1,2,2,4,5,4,3,4,4,4,4,4,3,4,5,3,2,2,39,"62352"
3,5,1,4,4,2,4,4,4,4,4,2,5,4,5,4,4,5,2,1,5,1,6,5,1,2,3,19,"62353"
2,5,5,4,5,4,4,5,3,2,4,5,5,6,3,5,6,2,1,4,4,5,4,3,3,2,,17,"62354"
2,3,6,4,5,3,3,5,3,4,3,1,6,5,6,1,2,4,4,1,6,5,6,6,4,2,3,18,"62358"
1,5,5,6,5,5,5,5,2,4,4,,4,5,3,3,5,4,4,4,5,5,4,5,3,2,3,25,"62359"
4,2,5,5,5,4,4,3,4,6,4,2,3,3,4,2,2,4,3,2,4,3,3,5,4,2,,15,"62360"
1,5,5,5,4,5,4,5,4,5,5,5,1,2,4,5,5,2,3,3,4,2,5,6,1,1,3,20,"62362"
2,5,5,6,6,4,5,2,4,4,6,5,5,4,4,1,3,4,4,6,5,2,5,5,3,2,,14,"62363"
4,3,6,6,6,5,6,5,1,3,1,1,3,5,6,1,6,4,2,1,5,1,5,1,2,2,3,20,"62366"
3,4,6,6,6,6,4,5,1,2,4,1,5,4,5,5,5,4,4,6,4,4,5,5,2,1,1,25,"62367"
1,6,1,6,5,4,1,2,5,6,1,1,5,5,6,2,4,6,6,5,6,1,6,6,1,2,5,64,"62368"
1,5,3,6,5,2,5,5,1,2,2,4,6,5,5,1,2,2,3,3,6,1,5,6,1,2,2,18,"62369"
1,6,6,4,5,4,5,2,3,6,3,4,4,6,4,2,4,4,2,5,5,1,4,5,2,2,3,20,"62370"
4,5,2,6,5,3,2,4,3,6,1,5,4,3,2,5,6,2,2,5,4,2,4,5,3,2,1,19,"62371"
1,6,5,3,6,5,6,6,1,2,4,4,4,6,5,4,4,3,2,1,6,1,5,6,1,2,5,32,"62375"
,5,4,3,4,4,3,3,3,4,4,2,4,4,4,3,3,4,3,2,5,2,4,4,3,1,2,49,"62376"
4,6,5,6,6,5,5,5,5,4,1,1,6,6,6,4,4,6,4,1,6,2,6,6,2,1,2,45,"62377"
1,6,5,2,2,4,1,5,6,6,6,6,3,2,1,4,5,5,5,2,5,6,5,6,2,1,1,18,"62380"
6,6,6,6,6,3,6,2,5,5,2,2,6,6,6,6,6,6,6,6,6,5,5,6,2,2,5,28,"62382"
1,4,2,5,3,5,5,5,3,4,4,5,3,3,2,2,2,3,4,5,4,2,4,5,2,2,5,22,"62384"
3,5,4,4,3,5,5,4,2,4,5,2,3,4,4,4,4,4,3,2,6,1,5,5,2,2,4,25,"62387"
1,6,6,6,6,6,5,4,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,5,34,"62390"
2,5,5,5,3,5,5,5,1,4,4,4,3,3,5,4,4,4,4,2,6,1,5,4,1,2,5,42,"62391"
1,5,3,5,4,5,4,3,1,4,3,2,4,5,5,3,4,2,3,2,5,4,4,5,1,2,3,37,"62394"
1,6,5,6,6,6,6,6,1,1,1,1,4,6,5,1,1,1,1,1,6,1,6,6,1,2,3,42,"62397"
1,5,5,6,4,5,5,4,1,1,3,3,3,4,5,2,2,2,2,4,5,1,5,5,1,2,5,23,"62401"
4,4,5,1,5,5,4,4,2,5,1,4,6,6,5,3,4,4,2,5,3,3,5,6,5,2,4,29,"62408"
2,3,4,1,2,3,5,3,1,1,6,6,1,2,3,1,1,2,2,2,5,2,3,5,3,1,2,18,"62412"
2,6,6,4,6,6,5,5,3,2,1,1,3,6,5,1,1,1,1,1,5,1,5,1,6,2,3,22,"62416"
4,6,6,6,5,4,5,6,,1,1,3,6,6,6,1,6,6,3,4,6,1,6,5,1,2,3,30,"62419"
4,4,4,4,5,5,5,4,2,3,4,2,4,4,5,2,4,5,4,5,4,1,4,5,3,2,3,38,"62421"
2,6,5,6,3,5,6,5,2,3,3,2,5,5,5,3,5,5,1,4,4,2,4,6,2,2,2,53,"62423"
2,4,4,6,,5,4,5,4,4,6,4,4,5,2,1,2,3,4,2,3,1,2,4,5,1,3,28,"62426"
5,6,6,5,6,5,6,2,2,4,3,4,5,5,5,3,3,2,4,3,6,4,5,6,4,1,3,18,"62433"
1,5,6,6,6,6,5,5,1,1,2,4,5,6,5,2,3,2,2,4,5,1,4,5,2,2,4,31,"62434"
2,5,5,4,6,5,5,5,2,2,5,4,5,4,5,1,1,1,1,3,5,4,4,4,2,2,1,32,"62435"
4,4,4,,5,4,4,4,,3,4,2,4,,5,4,4,4,4,4,5,4,,5,2,2,5,40,"62438"
1,6,5,5,6,3,4,5,5,6,4,5,6,6,4,4,4,4,6,4,6,1,6,6,3,2,,15,"62440"
4,2,4,6,5,5,5,4,1,2,3,2,3,5,5,3,4,2,1,1,3,4,1,4,2,2,2,23,"62443"
2,5,5,4,4,2,3,3,4,3,1,6,4,3,6,4,5,4,4,2,6,2,5,6,2,2,4,34,"62444"
2,6,6,6,6,5,5,5,1,5,5,1,5,5,6,5,5,5,4,2,6,2,6,5,1,1,5,29,"62447"
1,6,2,6,5,5,5,5,4,2,2,6,1,4,5,4,2,1,2,3,6,5,3,6,5,2,3,51,"62448"
1,6,6,6,6,6,5,3,3,4,2,1,5,5,6,2,4,4,3,1,6,1,6,6,2,2,3,22,"62450"
2,5,5,6,4,4,5,4,2,3,2,3,4,4,5,3,3,1,1,2,5,1,4,4,2,2,3,38,"62453"
3,3,6,2,6,3,4,3,4,4,1,1,6,6,5,3,3,4,1,2,,4,6,5,2,2,5,26,"62454"
4,4,,3,4,5,3,4,3,3,2,2,3,3,5,3,3,2,2,2,5,2,3,4,5,2,2,36,"62457"
1,5,3,4,4,6,4,4,1,1,3,4,3,5,5,3,3,3,1,3,4,4,3,4,3,2,3,19,"62462"
2,6,5,4,5,5,2,5,3,2,2,4,4,6,4,5,5,4,4,5,2,4,4,5,3,2,3,33,"62463"
1,5,5,6,5,5,4,4,4,4,1,2,4,6,4,4,5,5,3,5,2,2,6,5,2,2,1,40,"62464"
3,4,3,5,5,3,2,2,3,2,4,2,3,4,3,2,3,2,3,1,5,3,4,4,4,2,5,26,"62467"
1,6,6,5,2,4,2,2,5,4,6,1,5,6,1,3,5,4,4,2,6,1,4,6,3,2,,12,"62468"
3,5,5,4,4,5,5,6,1,1,2,1,4,5,5,4,4,2,1,2,5,1,5,5,1,2,3,30,"62469"
2,6,5,5,6,5,4,2,2,4,2,4,5,5,3,1,,1,1,2,4,2,4,5,3,2,1,59,"62470"
4,5,5,4,5,2,6,6,1,1,6,1,5,5,5,4,5,3,4,5,6,1,6,5,1,2,3,32,"62474"
4,3,2,5,3,4,2,4,4,5,5,4,4,4,2,5,4,5,5,3,6,1,6,6,3,1,2,30,"62476"
1,4,6,5,6,5,6,5,1,1,2,2,6,6,4,4,4,2,1,1,5,1,6,5,2,2,4,32,"62479"
1,5,6,6,3,5,5,4,2,4,1,3,4,5,5,5,5,4,5,5,5,2,5,6,1,2,5,29,"62480"
3,4,4,5,4,5,5,6,1,2,3,3,2,4,5,4,4,4,2,1,5,3,2,3,4,1,3,27,"62481"
3,4,5,2,3,5,3,4,1,1,6,5,2,1,3,3,3,2,3,2,5,5,2,2,5,2,3,48,"62486"
1,6,5,6,5,4,4,5,2,5,3,2,5,5,4,1,1,1,1,1,6,1,4,5,2,2,4,39,"62489"
3,6,6,6,4,5,2,5,4,3,4,2,3,4,5,4,4,6,5,4,3,6,1,5,4,2,3,22,"62491"
1,6,3,5,3,2,3,2,3,4,4,2,3,3,4,4,6,6,6,6,6,1,4,6,1,2,3,26,"62493"
1,2,1,4,2,6,5,5,1,1,6,6,4,1,3,2,5,1,5,5,6,1,5,6,1,2,3,26,"62494"
3,5,5,6,3,5,2,4,1,5,1,1,3,3,5,5,5,2,2,2,6,1,6,4,1,2,2,39,"62496"
4,6,5,6,6,5,3,2,3,5,1,2,3,4,5,4,4,5,1,5,6,3,4,4,5,2,3,32,"62497"
1,5,6,6,6,1,5,6,4,1,6,6,3,2,5,4,1,2,6,6,6,5,2,6,5,2,3,52,"62498"
3,5,5,6,5,5,4,5,2,3,2,4,4,5,4,4,5,5,5,4,5,2,3,5,4,2,3,40,"62499"
3,6,5,6,6,5,6,5,1,3,1,2,5,6,6,2,4,3,2,2,5,3,5,4,3,2,2,40,"62500"
1,6,6,6,6,1,5,6,1,1,1,6,5,5,1,1,3,1,2,1,6,1,5,6,1,2,3,40,"62502"
1,6,4,6,6,5,6,4,3,4,3,2,5,6,2,5,6,6,6,6,6,6,6,6,1,2,3,40,"62505"
3,6,5,6,5,5,6,6,1,2,1,2,5,6,6,5,2,1,,4,4,5,6,5,4,2,2,24,"62508"
1,6,6,5,6,6,5,6,2,2,5,4,5,3,3,1,5,5,5,6,6,5,3,6,1,2,3,23,"62509"
5,,5,6,5,6,6,5,,2,5,2,6,3,6,4,,,4,1,6,1,3,2,1,2,3,26,"62512"
5,,5,6,5,6,6,5,1,2,5,2,6,3,6,4,3,2,4,1,6,1,3,2,1,2,3,26,"62514"
2,6,6,6,6,6,6,5,1,1,1,1,6,5,6,1,1,2,2,1,6,1,6,5,1,2,2,51,"62518"
,6,6,6,6,4,5,4,1,1,4,1,6,6,6,1,3,3,2,,6,1,3,4,1,2,1,39,"62520"
1,6,6,6,6,6,5,4,2,3,1,1,6,6,5,1,2,2,1,2,5,1,6,5,3,2,3,20,"62522"
2,6,5,6,5,5,4,1,3,1,4,1,6,6,5,5,5,5,5,5,4,1,6,5,5,2,1,19,"62526"
2,5,2,4,2,2,3,2,3,5,5,5,4,2,5,3,4,4,4,4,5,3,5,5,2,1,5,28,"62527"
2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,2,5,3,5,2,5,2,5,6,1,1,1,35,"62528"
2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,2,5,2,5,2,5,6,1,1,1,35,"62529"
2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,3,4,2,5,2,5,6,1,1,1,35,"62530"
2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,5,4,4,2,5,2,5,6,1,1,1,35,"62531"
2,5,5,5,5,5,6,4,2,4,2,2,4,2,4,1,5,4,4,2,5,2,5,6,1,1,1,35,"62532"
2,5,5,5,5,5,6,4,2,4,2,2,4,3,5,1,5,4,4,2,5,2,5,6,1,1,1,35,"62533"
2,5,5,5,5,5,6,4,2,4,2,2,4,3,5,1,5,4,4,2,5,3,5,6,2,1,1,35,"62535"
2,5,2,6,5,2,2,2,4,5,2,1,4,5,2,2,2,2,2,1,6,5,2,3,4,2,4,32,"62537"
4,5,6,6,3,6,6,6,1,1,2,4,4,5,6,6,6,6,3,2,6,1,6,6,1,2,3,24,"62538"
2,6,6,6,5,6,5,6,4,4,4,1,4,6,5,1,1,1,5,1,6,1,6,6,1,2,1,23,"62541"
5,4,5,6,4,6,5,6,1,3,5,5,5,5,6,6,6,4,6,5,5,6,4,6,1,1,3,39,"62542"
2,5,6,5,5,4,5,5,1,,6,5,3,2,5,4,4,1,1,1,6,1,4,6,1,1,4,48,"62543"
1,4,4,5,4,2,5,2,4,3,6,5,3,5,5,6,6,6,5,6,3,6,4,5,2,2,1,26,"62545"
4,4,4,5,5,4,4,4,2,4,4,5,4,5,5,4,4,5,3,2,4,5,5,4,2,1,3,28,"62546"
1,6,6,6,5,6,5,6,5,4,5,1,5,6,5,1,1,2,5,1,6,4,6,6,2,2,1,23,"62547"
2,6,6,5,4,4,3,5,1,2,5,2,4,2,5,1,1,1,5,1,5,6,2,5,2,1,3,24,"62548"
2,5,6,6,5,4,4,4,2,4,3,3,5,5,5,2,3,2,2,1,4,2,5,5,3,2,3,29,"62550"
5,4,2,2,1,4,4,3,6,6,4,1,4,2,6,6,6,6,6,6,6,3,1,6,1,2,,19,"62551"
6,1,1,4,1,6,6,6,1,1,6,6,1,1,2,1,1,1,1,1,6,5,6,6,4,1,3,29,"62552"
1,6,6,6,5,6,6,6,1,1,2,3,6,5,6,3,3,3,1,2,6,1,6,5,1,2,3,26,"62553"
4,4,3,4,2,3,4,4,5,5,6,5,2,2,2,5,4,4,5,5,5,5,4,4,3,2,,15,"62555"
4,5,5,5,4,5,5,4,3,3,3,2,5,5,6,4,2,3,1,3,4,1,5,,2,2,3,37,"62556"
3,6,6,6,5,5,5,5,1,2,1,1,5,5,6,4,4,3,2,1,6,1,5,5,1,1,3,30,"62557"
5,6,5,6,5,5,5,5,4,3,3,2,5,6,5,2,3,2,5,4,6,1,5,2,1,2,3,36,"62559"
1,6,5,6,5,6,4,5,1,1,1,1,5,5,6,4,5,4,1,5,5,6,5,5,2,2,3,33,"62561"
2,5,4,6,5,3,5,5,1,2,4,3,2,5,6,2,2,1,1,2,5,2,4,3,4,1,3,23,"62562"
